col1,col2,col3,col4
0.94,-0.02,-0.35,-0.710002509197623
0.35,0.18,0.92,1.3300090142861283
0.04,-0.98,0.18,-0.039995360121163774
0.0,0.0,0.0,1.0
0.94,-0.02,-0.35,-0.709998026830316
0.34,0.18,0.92,1.3299931203728088
0.04,-0.98,0.17,-0.040006880109593274
0.0,0.0,0.0,1.0
0.94,-0.02,-0.34,-0.7100088383277566
0.34,0.17,0.92,1.3300073235229155
0.04,-0.98,0.17,-0.03999797769976514
0.0,0.0,0.0,1.0
0.94,-0.02,-0.34,-0.7099958385484441
0.34,0.17,0.93,1.329990411689886
0.04,-0.99,0.16,-0.039990601802956764
0.0,0.0,0.0,1.0
0.94,-0.02,-0.34,-0.709993351147184
0.34,0.17,0.93,1.3299942467822137
0.04,-0.99,0.16,-0.04000636350065586
0.0,0.0,0.0,1.0
0.94,-0.01,-0.34,-0.7200063319098029
0.34,0.16,0.93,1.3299960848448593
0.04,-0.99,0.16,-0.03999950487136736
0.0,0.0,0.0,1.0
0.94,-0.01,-0.34,-0.7200013610996271
0.34,0.16,0.93,1.329995824582804
0.04,-0.99,0.16,-0.03999776294210555
0.0,0.0,0.0,1.0
0.94,-0.01,-0.35,-0.7200072101227869
0.34,0.16,0.92,1.3299958428929708
0.04,-0.99,0.16,-0.04000267276313413
0.0,0.0,0.0,1.0
0.94,-0.01,-0.35,-0.7200008786003156
0.35,0.17,0.92,1.3300057035192279
0.05,-0.99,0.16,-0.04000600652435683
0.0,0.0,0.0,1.0
0.93,-0.01,-0.36,-0.7199997153112317
0.35,0.17,0.92,1.3300018482913774
0.05,-0.99,0.16,-0.0400090709917456
0.0,0.0,0.0,1.0
0.93,-0.01,-0.36,-0.7199978491029619
0.36,0.17,0.92,1.3299934104824738
0.05,-0.99,0.16,-0.04000869896814029
0.0,0.0,0.0,1.0
0.94,-0.02,-0.35,-0.7199910222892549
0.35,0.17,0.92,1.3300093126406616
0.04,-0.98,0.17,-0.03999383205303767
0.0,0.0,0.0,1.0
0.93,-0.02,-0.36,-0.7200039077246165
0.36,0.17,0.92,1.3299919534422802
0.04,-0.99,0.17,-0.04999631533946976
0.0,0.0,0.0,1.0
0.93,-0.03,-0.37,-0.7200011969501252
0.37,0.16,0.91,1.329992440764697
0.04,-0.99,0.16,-0.04000009646179777
0.0,0.0,0.0,1.0
0.92,-0.04,-0.39,-0.7200093122295776
0.39,0.16,0.91,1.3300081864080417
0.03,-0.99,0.17,-0.030004824400368
0.0,0.0,0.0,1.0
0.93,-0.05,-0.38,-0.6999967495543129
0.38,0.17,0.91,1.329996234221522
0.02,-0.98,0.17,-0.019999598639576444
0.0,0.0,0.0,1.0
0.93,-0.06,-0.37,-0.6699990657944132
0.37,0.17,0.91,1.3299936970891106
0.01,-0.98,0.18,0.010009391692555292
0.0,0.0,0.0,1.0
0.93,-0.08,-0.35,-0.6299944973435327
0.36,0.17,0.92,1.3400087899788313
-0.01,-0.98,0.19,0.05000789654700855
0.0,0.0,0.0,1.0
0.94,-0.11,-0.32,-0.5799980420004237
0.33,0.19,0.92,1.3400084374847006
-0.04,-0.98,0.22,0.08999176985004104
0.0,0.0,0.0,1.0
0.95,-0.14,-0.29,-0.5200060803427516
0.31,0.2,0.93,1.3499909045457783
-0.07,-0.97,0.24,0.13999650660661528
0.0,0.0,0.0,1.0
0.95,-0.17,-0.25,-0.45000222645420623
0.29,0.21,0.93,1.3499954269806356
-0.11,-0.96,0.25,0.19000657475018304
0.0,0.0,0.0,1.0
0.96,-0.21,-0.2,-0.3700028649334661
0.25,0.24,0.94,1.3599956186901938
-0.15,-0.95,0.28,0.23000085392166317
0.0,0.0,0.0,1.0
0.95,-0.25,-0.16,-0.2900071815155005
0.23,0.25,0.94,1.3700060439396151
-0.19,-0.94,0.29,0.27999149101287363
0.0,0.0,0.0,1.0
